,id,standard_drug_name,gene,dataset,cancer_type,pvalue,effect_size,provided_pvalue,provided_effect_size,n_mut,n_wt,provided_n_mut,provided_n_wt
284,43538154,3-Cl-AHPC,TMEM174,All,pancan,0.329306,0.975512,,,15,693,,
285,43538155,3-Cl-AHPC,CYP2A13,All,pancan,0.099092,1.64927,,,37,671,,
286,43538156,3-Cl-AHPC,ART3,All,pancan,0.0886277,-1.70268,,,17,691,,
287,43538157,3-Cl-AHPC,NRM,All,pancan,0.708586,0.373756,,,20,688,,
288,43538158,3-Cl-AHPC,LYSMD2,All,pancan,0.0989711,1.64986,,,45,663,,
289,43538159,3-Cl-AHPC,MGST2,All,pancan,0.617184,-0.499846,,,22,686,,
290,43538160,3-Cl-AHPC,GPAM,All,pancan,0.251869,-1.14582,,,23,685,,
291,43538161,3-Cl-AHPC,SLAMF9,All,pancan,0.400235,-0.841201,,,32,676,,
292,43538162,3-Cl-AHPC,KRTAP1-3,All,pancan,0.770188,0.292129,,,69,639,,
293,43538163,3-Cl-AHPC,ZYG11A,All,pancan,0.500009,-0.674476,,,29,679,,
294,43538164,3-Cl-AHPC,USP15,All,pancan,0.96863,-0.0393264,,,25,683,,
295,43538165,3-Cl-AHPC,KPNB1,All,pancan,0.965548,0.0431925,,,18,690,,
296,43538166,3-Cl-AHPC,OR2A5,All,pancan,0.581028,0.551884,,,30,678,,
297,43538167,3-Cl-AHPC,OR10G8,All,pancan,0.143141,-1.4642,,,24,684,,
298,43538168,3-Cl-AHPC,WDR73,All,pancan,0.701392,-0.383442,,,15,693,,
299,43538169,3-Cl-AHPC,ISM2,All,pancan,0.935294,-0.0811862,,,30,678,,
300,43538170,3-Cl-AHPC,SERPINB1,All,pancan,0.384046,0.870466,,,10,698,,
301,43538171,3-Cl-AHPC,AAR2,All,pancan,0.644745,-0.461075,,,19,689,,
302,43538172,3-Cl-AHPC,URGCP,All,pancan,0.17809,-1.34666,,,36,672,,
303,43538173,3-Cl-AHPC,TNFSF18,All,pancan,0.310124,1.01496,,,14,694,,
304,43538174,3-Cl-AHPC,PCNX4,All,pancan,0.54999,0.597775,,,163,545,,
305,43538175,3-Cl-AHPC,LARP7,All,pancan,0.447865,-0.758979,,,28,680,,
306,43538176,3-Cl-AHPC,GRAMD2B,All,pancan,0.741783,0.329493,,,17,691,,
307,43538177,3-Cl-AHPC,MTDH,All,pancan,0.614089,-0.504246,,,31,677,,
308,43538178,3-Cl-AHPC,SH2B1,All,pancan,0.0588418,-1.88937,,,33,675,,
309,43538179,3-Cl-AHPC,ASB6,All,pancan,0.196349,-1.29202,,,16,692,,
310,43538180,3-Cl-AHPC,ANTXR1,All,pancan,0.0343883,2.11549,,,19,689,,
311,43538181,3-Cl-AHPC,SAMD12,All,pancan,0.664865,0.433207,,,15,693,,
312,43538182,3-Cl-AHPC,NEK3,All,pancan,0.390078,0.859477,,,41,667,,
313,43538183,3-Cl-AHPC,AGGF1,All,pancan,0.551854,-0.594985,,,26,682,,
314,43538184,3-Cl-AHPC,TNFRSF8,All,pancan,0.676044,0.417867,,,19,689,,
315,43538185,3-Cl-AHPC,PDK1,All,pancan,0.922252,0.097598,,,20,688,,
316,43538186,3-Cl-AHPC,KDM7A,All,pancan,0.537238,-0.616995,,,29,679,,
317,43538187,3-Cl-AHPC,ATP6V1H,All,pancan,0.932484,0.0847196,,,22,686,,
318,43538188,3-Cl-AHPC,DNASE2B,All,pancan,0.979723,-0.0254159,,,22,686,,
319,43538189,3-Cl-AHPC,ST6GALNAC5,All,pancan,0.302324,1.03146,,,22,686,,
320,43538190,3-Cl-AHPC,MON2,All,pancan,0.623786,-0.490492,,,55,653,,
321,43538191,3-Cl-AHPC,METTL24,All,pancan,0.256912,-1.13372,,,17,691,,
322,43538192,3-Cl-AHPC,BEGAIN,All,pancan,0.667863,0.429083,,,13,695,,
323,43538193,3-Cl-AHPC,SLX4,All,pancan,0.764752,0.299247,,,120,588,,
324,43538194,3-Cl-AHPC,XKR3,All,pancan,0.579846,0.55361,,,37,671,,
325,43538195,3-Cl-AHPC,PROSER3,All,pancan,0.199054,1.28425,,,79,629,,
326,43538196,3-Cl-AHPC,ZFAND4,All,pancan,0.690075,-0.398753,,,54,654,,
327,43538197,3-Cl-AHPC,SORBS3,All,pancan,0.136523,-1.48887,,,49,659,,
328,43538198,3-Cl-AHPC,MPST,All,pancan,0.180513,-1.33918,,,15,693,,
329,43538199,3-Cl-AHPC,DBX2,All,pancan,0.281481,1.077,,,22,686,,
330,43538200,3-Cl-AHPC,CIRBP,All,pancan,0.632307,-0.478482,,,16,692,,
331,43538201,3-Cl-AHPC,UBE3D,All,pancan,0.445887,0.762289,,,18,690,,
332,43538202,3-Cl-AHPC,PPHLN1,All,pancan,0.992971,0.00881003,,,23,685,,
333,43538203,3-Cl-AHPC,C17orf75,All,pancan,0.634829,-0.474941,,,10,698,,
334,43538204,3-Cl-AHPC,NOD2,All,pancan,0.248228,-1.15466,,,71,637,,
335,43538205,3-Cl-AHPC,OGA,All,pancan,0.372303,-0.892168,,,33,675,,
336,43538206,3-Cl-AHPC,OSGEPL1,All,pancan,0.267195,-1.10955,,,23,685,,
337,43538207,3-Cl-AHPC,HNRNPF,All,pancan,0.921754,-0.0982248,,,12,696,,
338,43538208,3-Cl-AHPC,EREG,All,pancan,0.875196,-0.157062,,,14,694,,
339,43538209,3-Cl-AHPC,KRT79,All,pancan,0.450063,0.75531,,,42,666,,
340,43538210,3-Cl-AHPC,DMWD,All,pancan,0.171265,-1.36815,,,18,690,,
341,43538211,3-Cl-AHPC,MAN2B1,All,pancan,0.562331,-0.579383,,,72,636,,
342,43538212,3-Cl-AHPC,SPATA17,All,pancan,0.704126,0.379757,,,24,684,,
343,43538213,3-Cl-AHPC,KISS1,All,pancan,0.399108,0.843216,,,16,692,,
344,43538214,3-Cl-AHPC,GAREM2,All,pancan,0.71331,-0.367414,,,33,675,,
345,43538215,3-Cl-AHPC,FGR,All,pancan,0.598987,-0.525858,,,21,687,,
346,43538216,3-Cl-AHPC,ASB1,All,pancan,0.986368,0.0170865,,,11,697,,
347,43538217,3-Cl-AHPC,INPP5A,All,pancan,0.0601398,-1.87977,,,21,687,,
348,43538218,3-Cl-AHPC,TTLL12,All,pancan,0.560618,-0.581924,,,35,673,,
349,43538219,3-Cl-AHPC,GLOD5,All,pancan,0.259951,-1.12651,,,18,690,,
350,43538220,3-Cl-AHPC,OR5V1,All,pancan,0.667863,-0.429083,,,13,695,,
351,43538221,3-Cl-AHPC,TTC5,All,pancan,0.892758,0.134815,,,13,695,,
352,43538222,3-Cl-AHPC,IARS1,All,pancan,0.155531,-1.42026,,,36,672,,
353,43538223,3-Cl-AHPC,PDE10A,All,pancan,0.821979,0.225001,,,36,672,,
354,43538224,3-Cl-AHPC,FOXR1,All,pancan,0.760657,-0.304618,,,27,681,,
355,43538225,3-Cl-AHPC,SRSF7,All,pancan,0.303874,-1.02816,,,14,694,,
356,43538226,3-Cl-AHPC,ZNF234,All,pancan,0.99365,-0.00795883,,,40,668,,
357,43538227,3-Cl-AHPC,MDGA2,All,pancan,0.226402,-1.20968,,,66,642,,
358,43538228,3-Cl-AHPC,LDB1,All,pancan,0.493243,0.685161,,,10,698,,
359,43538229,3-Cl-AHPC,PODN,All,pancan,0.410161,-0.82361,,,57,651,,
360,43538230,3-Cl-AHPC,CCSER2,All,pancan,0.272756,1.09674,,,52,656,,
361,43538231,3-Cl-AHPC,RASSF6,All,pancan,0.861996,0.173834,,,29,679,,
362,43538232,3-Cl-AHPC,DNAH5,All,pancan,0.410522,-0.822975,,,215,493,,
363,43538233,3-Cl-AHPC,VCAM1,All,pancan,0.680843,0.411313,,,32,676,,
364,43538234,3-Cl-AHPC,MAT2B,All,pancan,0.398067,-0.845078,,,22,686,,
365,43538235,3-Cl-AHPC,CAD,All,pancan,0.0315459,-2.15012,,,66,642,,
366,43538236,3-Cl-AHPC,TPTE2,All,pancan,0.343417,0.947434,,,27,681,,
367,43538237,3-Cl-AHPC,MTHFD1L,All,pancan,0.601527,-0.522206,,,31,677,,
368,43538238,3-Cl-AHPC,PTER,All,pancan,0.186161,-1.32202,,,23,685,,
369,43538239,3-Cl-AHPC,SALL4,All,pancan,0.403825,-0.834809,,,83,625,,
370,43538240,3-Cl-AHPC,AHSG,All,pancan,0.647322,0.457486,,,22,686,,
371,43538241,3-Cl-AHPC,SRC,All,pancan,0.375514,0.886191,,,15,693,,
372,43538242,3-Cl-AHPC,PTPRS,All,pancan,0.119054,-1.55876,,,78,630,,
373,43538243,3-Cl-AHPC,OR2J1,All,pancan,0.663359,0.435281,,,29,679,,
374,43538244,3-Cl-AHPC,ADAMTS17,All,pancan,0.316092,-1.00252,,,72,636,,
375,43538245,3-Cl-AHPC,ACAP2,All,pancan,0.727262,-0.348769,,,12,696,,
376,43538246,3-Cl-AHPC,PFKFB1,All,pancan,0.623391,0.491051,,,11,697,,
377,43538247,3-Cl-AHPC,BFAR,All,pancan,0.105176,-1.62026,,,22,686,,
378,43538248,3-Cl-AHPC,ADAM17,All,pancan,0.880835,-0.14991,,,28,680,,
379,43538249,3-Cl-AHPC,TRIM66,All,pancan,0.451621,-0.752715,,,68,640,,
380,43538250,3-Cl-AHPC,IRF2BPL,All,pancan,0.484226,0.699522,,,26,682,,
381,43538251,3-Cl-AHPC,FOXJ2,All,pancan,0.281497,-1.07696,,,35,673,,
382,43538252,3-Cl-AHPC,NLRC5,All,pancan,0.795977,0.258558,,,70,638,,
383,43538253,3-Cl-AHPC,BCKDHA,All,pancan,0.808986,-0.241734,,,30,678,,
384,43538254,3-Cl-AHPC,MYCN,All,pancan,0.505768,-0.665441,,,20,688,,
385,43538255,3-Cl-AHPC,KRT6B,All,pancan,0.892638,0.134966,,,72,636,,
386,43538256,3-Cl-AHPC,RASIP1,All,pancan,0.308519,-1.01834,,,23,685,,
387,43538257,3-Cl-AHPC,NDN,All,pancan,0.123228,-1.54137,,,24,684,,
388,43538258,3-Cl-AHPC,CDH4,All,pancan,0.371603,0.893475,,,47,661,,
389,43538259,3-Cl-AHPC,OR7G3,All,pancan,0.398747,-0.843861,,,52,656,,
390,43538260,3-Cl-AHPC,KLK13,All,pancan,0.331212,0.971675,,,17,691,,
391,43538261,3-Cl-AHPC,MYLK3,All,pancan,0.802705,0.249848,,,47,661,,
392,43538262,3-Cl-AHPC,C1orf174,All,pancan,0.643071,-0.463409,,,48,660,,
393,43538263,3-Cl-AHPC,SHOX2,All,pancan,0.95119,-0.0612126,,,12,696,,
394,43538264,3-Cl-AHPC,IGFLR1,All,pancan,0.580515,-0.552633,,,72,636,,
395,43538265,3-Cl-AHPC,ADGRA1,All,pancan,0.834961,0.208343,,,78,630,,
396,43538266,3-Cl-AHPC,INTS8,All,pancan,0.588551,0.540937,,,30,678,,
397,43538267,3-Cl-AHPC,MS4A6E,All,pancan,0.0760838,1.77387,,,14,694,,
398,43538268,3-Cl-AHPC,TMOD2,All,pancan,0.397256,-0.846532,,,13,695,,
399,43538269,3-Cl-AHPC,ELF1,All,pancan,0.78752,-0.269532,,,16,692,,
400,43538270,3-Cl-AHPC,RBM23,All,pancan,0.394345,-0.851764,,,20,688,,
401,43538271,3-Cl-AHPC,DIRC1,All,pancan,0.705182,-0.378334,,,16,692,,
402,43538272,3-Cl-AHPC,PRDM15,All,pancan,0.0990461,-1.6495,,,98,610,,
403,43538273,3-Cl-AHPC,GAP43,All,pancan,0.374214,-0.888608,,,19,689,,
404,43538274,3-Cl-AHPC,POMT1,All,pancan,0.00286249,-2.98213,,,22,686,,
405,43538275,3-Cl-AHPC,CCT6B,All,pancan,0.852363,-0.186104,,,33,675,,
406,43538276,3-Cl-AHPC,SMCO2,All,pancan,0.769077,0.293583,,,13,695,,
407,43538277,3-Cl-AHPC,KIAA1841,All,pancan,0.0589587,-1.8885,,,33,675,,
408,43538278,3-Cl-AHPC,TEX9,All,pancan,0.792185,0.263474,,,17,691,,
409,43538279,3-Cl-AHPC,EEF1A1,All,pancan,0.749821,-0.318875,,,12,696,,
410,43538280,3-Cl-AHPC,MTARC2,All,pancan,0.10721,-1.61086,,,29,679,,
411,43538281,3-Cl-AHPC,SALL3,All,pancan,0.0526616,-1.93769,,,59,649,,
412,43538282,3-Cl-AHPC,NAT16,All,pancan,0.520275,-0.642921,,,16,692,,
413,43538283,3-Cl-AHPC,PGAP6,All,pancan,0.298757,-1.0391,,,37,671,,
414,43538284,3-Cl-AHPC,FASTKD2,All,pancan,0.724582,0.352341,,,24,684,,
415,43538285,3-Cl-AHPC,CYP7A1,All,pancan,0.729814,-0.345373,,,42,666,,
416,43538286,3-Cl-AHPC,BRF1,All,pancan,0.149703,-1.44058,,,27,681,,
417,43538287,3-Cl-AHPC,MSLNL,All,pancan,0.493608,-0.684581,,,15,693,,
418,43538288,3-Cl-AHPC,ERICH3,All,pancan,0.327349,-0.979467,,,124,584,,
419,43538289,3-Cl-AHPC,MRGPRX2,All,pancan,0.619184,0.497007,,,15,693,,
420,43538290,3-Cl-AHPC,ZNF81,All,pancan,0.128394,1.52047,,,37,671,,
421,43538291,3-Cl-AHPC,PCDHA12,All,pancan,0.336769,-0.960569,,,77,631,,
422,43538292,3-Cl-AHPC,UTP14A,All,pancan,0.213732,-1.24337,,,19,689,,
423,43538293,3-Cl-AHPC,CFAP61,All,pancan,0.770656,-0.291517,,,79,629,,
424,43538294,3-Cl-AHPC,SLC37A2,All,pancan,0.216804,-1.23507,,,18,690,,
425,43538295,3-Cl-AHPC,PSMC6,All,pancan,0.095639,-1.66637,,,13,695,,
426,43538296,3-Cl-AHPC,OPRM1,All,pancan,0.636049,-0.473231,,,32,676,,
427,43538297,3-Cl-AHPC,DEFA6,All,pancan,0.179464,-1.34241,,,12,696,,
428,43538298,3-Cl-AHPC,CCDC9B,All,pancan,0.467301,-0.726878,,,26,682,,
429,43538299,3-Cl-AHPC,ALKBH5,All,pancan,0.884819,-0.144864,,,11,697,,
430,43538300,3-Cl-AHPC,CACNG8,All,pancan,0.909629,-0.113507,,,14,694,,
431,43538301,3-Cl-AHPC,FBXW9,All,pancan,0.438487,-0.77475,,,14,694,,
432,43538302,3-Cl-AHPC,LCE2B,All,pancan,0.270239,1.10251,,,17,691,,
433,43538303,3-Cl-AHPC,KCND2,All,pancan,0.149492,1.44133,,,33,675,,
434,43538304,3-Cl-AHPC,GIMAP8,All,pancan,0.480008,0.706289,,,83,625,,
435,43538305,3-Cl-AHPC,INTS2,All,pancan,0.676309,-0.417505,,,32,676,,
436,43538306,3-Cl-AHPC,PDE12,All,pancan,0.248011,-1.15519,,,11,697,,
437,43538307,3-Cl-AHPC,RAB33B,All,pancan,0.812671,0.236982,,,11,697,,
438,43538308,3-Cl-AHPC,KIF25,All,pancan,0.869817,-0.163891,,,31,677,,
439,43538309,3-Cl-AHPC,ADGRL3,All,pancan,0.485402,-0.69764,,,104,604,,
440,43538310,3-Cl-AHPC,SLC5A12,All,pancan,0.277834,-1.0852,,,28,680,,
441,43538311,3-Cl-AHPC,EGR3,All,pancan,0.688559,-0.400812,,,19,689,,
442,43538312,3-Cl-AHPC,TBL3,All,pancan,0.214361,-1.24166,,,57,651,,
443,43538313,3-Cl-AHPC,FANCM,All,pancan,0.038286,-2.07178,,,96,612,,
444,43538314,3-Cl-AHPC,SEMG1,All,pancan,0.463236,-0.733529,,,42,666,,
445,43538315,3-Cl-AHPC,SP110,All,pancan,0.52179,-0.640588,,,45,663,,
446,43538316,3-Cl-AHPC,TASP1,All,pancan,0.196667,-1.29111,,,18,690,,
447,43538317,3-Cl-AHPC,COL21A1,All,pancan,0.395694,0.849337,,,59,649,,
448,43538318,3-Cl-AHPC,PGAP3,All,pancan,0.570373,-0.567502,,,16,692,,
449,43538319,3-Cl-AHPC,KSR2,All,pancan,0.318025,0.998525,,,70,638,,
450,43538320,3-Cl-AHPC,GPC5,All,pancan,0.645074,0.460617,,,41,667,,
451,43538321,3-Cl-AHPC,COX18,All,pancan,0.749414,-0.319412,,,20,688,,
452,43538322,3-Cl-AHPC,U2AF2,All,pancan,0.33219,-0.969713,,,13,695,,
453,43538323,3-Cl-AHPC,RUBCNL,All,pancan,0.931776,0.0856106,,,38,670,,
454,43538324,3-Cl-AHPC,PCDHA11,All,pancan,0.0415797,-2.0377,,,79,629,,
455,43538325,3-Cl-AHPC,MED24,All,pancan,0.194937,1.29611,,,23,685,,
456,43538326,3-Cl-AHPC,TBX4,All,pancan,0.582153,0.550243,,,29,679,,
457,43538327,3-Cl-AHPC,SLC35A3,All,pancan,0.858241,-0.178613,,,13,695,,
458,43538328,3-Cl-AHPC,PWWP3B,All,pancan,0.829121,-0.215829,,,32,676,,
459,43538329,3-Cl-AHPC,SNX5,All,pancan,0.762387,0.302348,,,18,690,,
460,43538330,3-Cl-AHPC,CROT,All,pancan,0.813118,-0.236405,,,41,667,,
461,43538331,3-Cl-AHPC,ZBTB8A,All,pancan,0.0779209,-1.76288,,,11,697,,
462,43538332,3-Cl-AHPC,KBTBD7,All,pancan,0.686276,-0.403914,,,17,691,,
463,43538333,3-Cl-AHPC,MAPK8,All,pancan,0.496216,0.680456,,,12,696,,
464,43538334,3-Cl-AHPC,STRN,All,pancan,0.75443,-0.312804,,,14,694,,
465,43538335,3-Cl-AHPC,PITX2,All,pancan,0.0249391,-2.24234,,,10,698,,
466,43538336,3-Cl-AHPC,PIGQ,All,pancan,0.924292,0.0950293,,,29,679,,
467,43538337,3-Cl-AHPC,SULT6B1,All,pancan,0.0262947,-2.22183,,,29,679,,
468,43538338,3-Cl-AHPC,PCDHB6,All,pancan,0.00841266,-2.63504,,,64,644,,
469,43538339,3-Cl-AHPC,GPR25,All,pancan,0.0357155,-2.10015,,,11,697,,
470,43538340,3-Cl-AHPC,DYDC1,All,pancan,0.916302,0.105093,,,16,692,,
471,43538341,3-Cl-AHPC,MCUB,All,pancan,0.882141,-0.148255,,,18,690,,
472,43538342,3-Cl-AHPC,PKM,All,pancan,0.428773,-0.791293,,,29,679,,
473,43538343,3-Cl-AHPC,KRBA1,All,pancan,0.217734,-1.23258,,,49,659,,
474,43538344,3-Cl-AHPC,PCDH9,All,pancan,0.0653888,-1.84259,,,65,643,,
475,43538345,3-Cl-AHPC,KRTAP13-3,All,pancan,0.522414,-0.639629,,,11,697,,
476,43538346,3-Cl-AHPC,CSF2,All,pancan,0.0351289,-2.10687,,,10,698,,
477,43538347,3-Cl-AHPC,DEF6,All,pancan,0.526714,0.63303,,,16,692,,
478,43538348,3-Cl-AHPC,ZKSCAN1,All,pancan,0.0827248,1.73509,,,17,691,,
479,43538349,3-Cl-AHPC,PANK1,All,pancan,0.706776,-0.37619,,,28,680,,
480,43538350,3-Cl-AHPC,HNRNPC,All,pancan,0.23497,-1.18765,,,19,689,,
481,43538351,3-Cl-AHPC,TFCP2L1,All,pancan,0.187892,-1.31684,,,23,685,,
482,43538352,3-Cl-AHPC,HAS3,All,pancan,0.686902,-0.403062,,,16,692,,
483,43538353,3-Cl-AHPC,ANKS6,All,pancan,0.504678,0.667148,,,49,659,,
484,43538354,3-Cl-AHPC,BUB1,All,pancan,0.604837,0.517458,,,32,676,,
485,43538355,3-Cl-AHPC,ZNF443,All,pancan,0.588585,-0.540887,,,48,660,,
486,43538356,3-Cl-AHPC,NTN3,All,pancan,0.189696,-1.31148,,,28,680,,
487,43538357,3-Cl-AHPC,ALDOB,All,pancan,0.935299,-0.0811801,,,40,668,,
488,43538358,3-Cl-AHPC,DOK5,All,pancan,0.666225,-0.431335,,,12,696,,
489,43538359,3-Cl-AHPC,RPS6KA6,All,pancan,0.573425,-0.563015,,,25,683,,
490,43538360,3-Cl-AHPC,OR4C6,All,pancan,0.328073,-0.978003,,,34,674,,
491,43538361,3-Cl-AHPC,POFUT2,All,pancan,0.467229,-0.726996,,,16,692,,
492,43538362,3-Cl-AHPC,GLYATL3,All,pancan,0.685336,-0.405193,,,14,694,,
493,43538363,3-Cl-AHPC,ARID2,All,pancan,0.551588,0.595382,,,104,604,,
494,43538364,3-Cl-AHPC,APOBEC3B,All,pancan,0.553376,0.592708,,,15,693,,
495,43538365,3-Cl-AHPC,INSIG2,All,pancan,0.211196,1.25028,,,11,697,,
496,43538366,3-Cl-AHPC,SIRPA,All,pancan,0.0083755,-2.63655,,,17,691,,
497,43538367,3-Cl-AHPC,EIF3K,All,pancan,0.236258,-1.18439,,,12,696,,
498,43538368,3-Cl-AHPC,SLC39A6,All,pancan,0.011036,2.54156,,,21,687,,
499,43538369,3-Cl-AHPC,ZNF766,All,pancan,0.05237,-1.94008,,,22,686,,
500,43538370,3-Cl-AHPC,PPP1R36,All,pancan,0.547786,-0.601081,,,27,681,,
501,43538371,3-Cl-AHPC,MAPK3,All,pancan,0.523031,0.638681,,,25,683,,
502,43538372,3-Cl-AHPC,SLCO2A1,All,pancan,0.279507,-1.08143,,,28,680,,
503,43538373,3-Cl-AHPC,PSG9,All,pancan,0.308202,1.019,,,68,640,,
504,43538374,3-Cl-AHPC,KHDRBS3,All,pancan,0.821962,-0.225022,,,16,692,,
505,43538375,3-Cl-AHPC,LHFPL5,All,pancan,0.786569,0.270769,,,16,692,,
506,43538376,3-Cl-AHPC,ICE1,All,pancan,0.768125,-0.294828,,,85,623,,
507,43538377,3-Cl-AHPC,ZIC4,All,pancan,0.735016,-0.338461,,,49,659,,
508,43538378,3-Cl-AHPC,PCDHA4,All,pancan,0.625754,-0.487712,,,74,634,,
509,43538379,3-Cl-AHPC,FLNC,All,pancan,0.698216,-0.387729,,,116,592,,
510,43538380,3-Cl-AHPC,PCDHB5,All,pancan,0.870465,0.163068,,,38,670,,
511,43538381,3-Cl-AHPC,UBASH3B,All,pancan,0.26121,1.12353,,,26,682,,
512,43538382,3-Cl-AHPC,SLC16A2,All,pancan,0.0114994,-2.52714,,,15,693,,
513,43538383,3-Cl-AHPC,H2AC20,All,pancan,0.675661,0.418392,,,14,694,,
514,43538384,3-Cl-AHPC,CSNK1G3,All,pancan,0.726822,-0.349357,,,20,688,,
515,43538385,3-Cl-AHPC,CHIT1,All,pancan,0.56242,0.579251,,,78,630,,
516,43538386,3-Cl-AHPC,ZSCAN30,All,pancan,0.0893191,1.699,,,25,683,,
517,43538387,3-Cl-AHPC,COG5,All,pancan,0.295365,-1.04642,,,60,648,,
518,43538388,3-Cl-AHPC,ZNF320,All,pancan,0.98422,0.0197782,,,15,693,,
519,43538389,3-Cl-AHPC,OR14I1,All,pancan,0.646493,-0.45864,,,23,685,,
520,43538390,3-Cl-AHPC,ERG,All,pancan,0.945573,-0.0682667,,,15,693,,
521,43538391,3-Cl-AHPC,VN1R4,All,pancan,0.0714807,-1.80241,,,18,690,,
522,43538392,3-Cl-AHPC,CAMSAP2,All,pancan,0.557173,0.587045,,,65,643,,
523,43538393,3-Cl-AHPC,DEF8,All,pancan,0.88519,-0.144394,,,27,681,,
524,43538394,3-Cl-AHPC,FAM189B,All,pancan,0.891416,0.136513,,,62,646,,
525,43538395,3-Cl-AHPC,DDX19B,All,pancan,0.30695,-1.02164,,,19,689,,
526,43538396,3-Cl-AHPC,PDIA6,All,pancan,0.35259,-0.929577,,,12,696,,
527,43538397,3-Cl-AHPC,SPINDOC,All,pancan,0.13344,-1.50067,,,21,687,,
528,43538398,3-Cl-AHPC,SFTPD,All,pancan,0.574878,0.560882,,,11,697,,
529,43538399,3-Cl-AHPC,GNMT,All,pancan,0.24438,-1.16411,,,11,697,,
530,43538400,3-Cl-AHPC,CACNA1G,All,pancan,0.250942,-1.14806,,,86,622,,
531,43538401,3-Cl-AHPC,CTXN3,All,pancan,0.715854,0.364005,,,113,595,,
532,43538402,3-Cl-AHPC,CBLN2,All,pancan,0.349301,0.935945,,,16,692,,
533,43538403,3-Cl-AHPC,RBPMS,All,pancan,0.0768153,-1.76947,,,12,696,,
534,43538404,3-Cl-AHPC,SHQ1,All,pancan,0.0883816,-1.704,,,30,678,,
535,43538405,3-Cl-AHPC,SSBP4,All,pancan,0.0264276,-2.21987,,,21,687,,
536,43538406,3-Cl-AHPC,KCNK1,All,pancan,0.0879959,-1.70607,,,13,695,,
537,43538407,3-Cl-AHPC,EFHD1,All,pancan,0.949722,-0.0630557,,,16,692,,
538,43538408,3-Cl-AHPC,MTMR1,All,pancan,0.398297,-0.844666,,,11,697,,
539,43538409,3-Cl-AHPC,GZMA,All,pancan,0.167563,-1.38008,,,56,652,,
540,43538410,3-Cl-AHPC,SULT1E1,All,pancan,0.0989649,-1.64989,,,12,696,,
541,43538411,3-Cl-AHPC,AOX1,All,pancan,0.897963,0.128234,,,83,625,,
542,43538412,3-Cl-AHPC,CDYL,All,pancan,0.270336,1.10229,,,23,685,,
543,43538413,3-Cl-AHPC,TAB1,All,pancan,0.304433,1.02697,,,45,663,,
544,43538414,3-Cl-AHPC,LRRC4,All,pancan,0.901145,0.124216,,,20,688,,
545,43538415,3-Cl-AHPC,CCDC140,All,pancan,0.863618,0.17177,,,13,695,,
546,43538416,3-Cl-AHPC,AJM1,All,pancan,0.350096,-0.934403,,,31,677,,
547,43538417,3-Cl-AHPC,MEN1,All,pancan,0.641485,-0.465624,,,19,689,,
548,43538418,3-Cl-AHPC,TAS2R4,All,pancan,0.357557,0.92003,,,51,657,,
549,43538419,3-Cl-AHPC,E2F1,All,pancan,0.85384,-0.184222,,,16,692,,
550,43538420,3-Cl-AHPC,TDRD5,All,pancan,0.246761,1.15825,,,43,665,,
551,43538421,3-Cl-AHPC,TJP3,All,pancan,0.173039,1.3625,,,77,631,,
552,43538422,3-Cl-AHPC,CEP63,All,pancan,0.574808,0.560985,,,28,680,,
553,43538423,3-Cl-AHPC,ADPRHL1,All,pancan,0.540352,0.612282,,,24,684,,
554,43538424,3-Cl-AHPC,ENO4,All,pancan,0.0330274,-2.13175,,,32,676,,
555,43538425,3-Cl-AHPC,MAPK8IP1,All,pancan,0.1931,-1.30146,,,27,681,,
556,43538426,3-Cl-AHPC,CYP2U1,All,pancan,0.970031,0.0375695,,,24,684,,
557,43538427,3-Cl-AHPC,MAP2,All,pancan,0.490848,-0.688961,,,79,629,,
558,43538428,3-Cl-AHPC,PPP2R2D,All,pancan,0.50618,-0.664797,,,12,696,,
559,43538429,3-Cl-AHPC,PRICKLE4,All,pancan,0.198689,1.2853,,,33,675,,
560,43538430,3-Cl-AHPC,GPR50,All,pancan,0.0679343,1.82544,,,25,683,,
561,43538431,3-Cl-AHPC,SSUH2,All,pancan,0.751352,-0.316857,,,33,675,,
562,43538432,3-Cl-AHPC,PRL,All,pancan,0.41425,0.816437,,,11,697,,
563,43538433,3-Cl-AHPC,NEK1,All,pancan,0.38987,-0.859854,,,36,672,,
564,43538434,3-Cl-AHPC,INMT,All,pancan,0.687251,0.402589,,,28,680,,
565,43538435,3-Cl-AHPC,NCBP1,All,pancan,0.182489,-1.33313,,,18,690,,
566,43538436,3-Cl-AHPC,PRDM2,All,pancan,0.599713,0.524813,,,86,622,,
567,43538437,3-Cl-AHPC,AGPAT3,All,pancan,0.795428,0.259269,,,11,697,,
568,43538438,3-Cl-AHPC,ZNF79,All,pancan,0.162198,1.39772,,,14,694,,
569,43538439,3-Cl-AHPC,GRIP2,All,pancan,0.876107,-0.155906,,,59,649,,
570,43538440,3-Cl-AHPC,EYA3,All,pancan,0.331209,0.971682,,,10,698,,
571,43538441,3-Cl-AHPC,CYB5R4,All,pancan,0.30401,-1.02787,,,64,644,,
572,43538442,3-Cl-AHPC,NBPF26,All,pancan,0.533111,-0.623265,,,45,663,,
573,43538443,3-Cl-AHPC,INO80C,All,pancan,0.565877,-0.574134,,,14,694,,
574,43538444,3-Cl-AHPC,TMEM104,All,pancan,0.581717,0.550879,,,34,674,,
