,standard_drug_name,cellosaurus_id,dataset,info,n_dosage,min_dosage,max_dosage,IC50,IC90,EC50,Einf,AUC,fitted_mae
501,ABT737,NCI-H1623,All,"CTRP2,GDSC2",23,0.0011,37.0,9.26359,21.6508,0.0726748,0.327588,13.632,0.080321
502,ABT737,NCI-H716,All,"CTRP2,GDSC2",23,0.0011,37.0,7.16645,12.9876,2.80559,0.323293,6.85125,0.105989
503,ABT737,OE19,All,"CTRP2,GDSC2",23,0.0011,37.0,6.94931,13.7692,2.27861,0.363422,9.22974,0.0971589
504,ABT737,OE33,All,"CTRP2,GDSC2",23,0.0011,37.0,8.10801,10.0764,4.57106,0.0378488,0.229854,0.103476
505,ABT737,PK-1,All,CTRP2,16,0.0011,37.0,7.52595,9.34627,4.6103,0.057533,0.326446,0.0591767
506,ABT737,PK-45H,All,CTRP2,16,0.0011,37.0,7.57114,9.52003,4.56423,0.0652156,0.397781,0.0425103
507,ABT737,P-STS,All,CTRP2,16,0.0011,37.0,-0.132992,4.50574,-0.444931,0.926256,36.4609,0.140688
508,ABT737,RERF-LC-AD2,All,CTRP2,16,0.0011,37.0,7.53669,12.001,3.50123,0.241329,3.72902,0.0485834
509,ABT737,U-CH1,All,CTRP2,16,0.0011,37.0,3.53205,8.46623,2.03509,0.678516,16.9076,0.159523
510,ABT737,697,All,"CTRP2,GDSC2",23,0.0011,37.0,-3.21696,-0.955349,-3.21753,0.999722,56.0259,0.0641939
511,ABT737,A3/KAWAKAMI,All,"CTRP2,GDSC2",23,0.0011,37.0,4.67078,5.2619,4.60646,0.881038,3.80876,0.0909753
512,ABT737,CA46,All,"CTRP2,GDSC2",23,0.0011,37.0,4.48624,6.9365,3.68811,0.656679,7.92811,0.116312
513,ABT737,DU4475,All,"CTRP2,GDSC2",23,0.0011,37.0,0.279414,4.22552,0.0623261,0.939635,33.4852,0.171641
514,ABT737,EB1,All,CTRP2,16,0.0011,37.0,2.33071,5.52754,1.97549,0.878532,20.3942,0.127013
515,ABT737,EOL-1,All,"CTRP2,GDSC2",23,0.0011,37.0,-6.59523,-4.20012,-6.59527,0.99998,78.1364,0.0674133
516,ABT737,GA-10,All,"CTRP2,GDSC2",23,0.0011,37.0,4.16056,5.15153,4.08004,0.91098,7.25473,0.141467
517,ABT737,MOLT-3,All,CTRP2,16,0.0011,37.0,-0.125397,1.90672,-0.131159,0.996885,35.4954,0.0757512
518,ABT737,NAMALWA,All,"CTRP2,GDSC2",23,0.0011,37.0,4.51342,6.50973,3.91619,0.682672,6.93497,0.0704508
519,ABT737,OPM-2,All,"CTRP2,GDSC2",23,0.0011,37.0,3.05179,5.59422,2.73944,0.865844,15.4567,0.0981294
520,ABT737,PFEIFFER,All,CTRP2,16,0.0011,37.0,1.52385,3.66171,1.48076,0.977859,24.6538,0.161799
521,ABT737,SUP-M2,All,"CTRP2,GDSC2",23,0.0011,37.0,2.16181,7.69,0.986193,0.770531,24.4861,0.0882847
522,ABT737,TOLEDO,All,CTRP2,16,0.0011,37.0,4.19188,10.6671,1.59227,0.585476,17.0903,0.114495
523,ABT737,COLO829,All,"CTRP2,GDSC2",23,0.0011,37.0,13.1182,29.5004,-1.14885,0.257166,12.5065,0.0462213
524,ABT737,DAN-G,All,"CTRP2,GDSC2",23,0.0011,37.0,4.85167,9.22353,2.89698,0.544833,10.4061,0.0668807
525,ABT737,GRANTA-519,All,"CTRP2,GDSC2",23,0.0011,37.0,-2.77764,1.83721,-2.86931,0.978179,52.9435,0.0668963
526,ABT737,HCC1500,All,"CTRP2,GDSC2",23,0.0011,37.0,-4.44319,0.895331,-4.53296,0.981528,62.8191,0.0515042
527,ABT737,IGR-1,All,"CTRP2,GDSC2",23,0.0011,37.0,6.30729,11.2444,3.05079,0.380228,7.1371,0.131203
528,ABT737,OCI-LY19,All,CTRP2,16,0.0011,37.0,-0.98939,1.17298,-0.993002,0.998165,41.2331,0.135287
529,ABT737,OCI-LY3,All,CTRP2,16,0.0011,37.0,-1.69984,2.26899,-1.77698,0.97865,46.0729,0.0945883
530,ABT737,U-118MG,All,"CTRP2,GDSC2",23,0.0011,37.0,3.97637,10.3978,1.52753,0.603945,17.8283,0.086715
531,ABT737,A-172,All,"CTRP2,GDSC2",23,0.0011,37.0,7.47727,9.03804,4.70265,0.0394451,0.190101,0.119037
532,ABT737,IM95,All,"CTRP2,GDSC2",23,0.0011,37.0,4.53592,8.78163,2.83509,0.586269,11.3328,0.101895
533,ABT737,J82,All,"CTRP2,GDSC2",23,0.0011,37.0,8.41541,13.6465,3.26813,0.206426,3.65304,0.0711363
534,ABT737,RD,All,"CTRP2,GDSC2",23,0.0011,37.0,3.73769,9.22901,1.8717,0.643111,17.0508,0.0794381
535,ABT737,SK-UT-1,All,"CTRP2,GDSC2",23,0.0011,37.0,7.65463,11.9372,3.59863,0.221916,3.25059,0.0468972
536,ABT737,T98G,All,"CTRP2,GDSC2",23,0.0011,37.0,7.58158,12.7318,3.19333,0.266585,4.82343,0.0407603
537,ABT737,BECKER,All,"CTRP2,GDSC2",23,0.0011,37.0,8.10499,14.352,2.76675,0.265334,5.79526,0.0455846
538,ABT737,HS578T,All,"CTRP2,GDSC2",23,0.0011,37.0,3.01844,10.249,0.69215,0.660563,23.2075,0.100312
539,ABT737,HS611.T,All,CTRP2,16,0.0011,37.0,4.05916,9.53782,2.02511,0.613329,15.6921,0.122779
540,ABT737,JHH-4,All,"CTRP2,GDSC2",23,0.0011,37.0,9.51221,17.4253,2.20548,0.23241,6.22333,0.04005
541,ABT737,KARPAS-422,All,"CTRP2,GDSC2",23,0.0011,37.0,2.57881,8.16211,1.21514,0.737933,22.5014,0.0889714
542,ABT737,KMRC-1,All,"CTRP2,GDSC2",23,0.0011,37.0,7.99024,14.6977,2.53416,0.286811,6.80257,0.0333662
543,ABT737,MDA-MB-468,All,"CTRP2,GDSC2",23,0.0011,37.0,7.26857,11.2031,3.70503,0.240509,3.27513,0.0738286
544,ABT737,SH4,All,CTRP2,12,0.0045,37.0,6.82254,10.7208,3.6541,0.287165,4.61431,0.115934
545,ABT737,SK-HEP-1,All,"CTRP2,GDSC2",23,0.0011,37.0,10.6276,23.0052,0.319646,0.276515,11.146,0.0778061
546,ABT737,SUP-HD1,All,"CTRP2,GDSC2",23,0.0011,37.0,-5.68207,-1.16207,-5.70262,0.995006,70.7852,0.058084
547,ABT737,AN3-CA,All,"CTRP2,GDSC2",23,0.0011,37.0,10.3109,22.6877,0.267973,0.28789,11.6834,0.0513578
548,ABT737,ACHN,All,"CTRP2,GDSC2",23,0.0011,37.0,6.80179,12.7681,2.66088,0.357459,7.94762,0.0585644
549,ABT737,CMK,All,CTRP2,16,0.0011,37.0,1.12604,3.6089,1.06671,0.973754,27.3538,0.107608
550,ABT737,EN,All,"CTRP2,GDSC2",23,0.0011,37.0,8.92192,17.8965,1.62855,0.287222,8.92235,0.0655368
551,ABT737,RERF-LC-MS,All,CTRP2,16,0.0011,37.0,7.03814,12.6534,2.87914,0.328371,6.74157,0.0369615
552,ABT737,RPMI-6666,All,"CTRP2,GDSC2",23,0.0011,37.0,7.42458,14.8044,2.10899,0.340849,9.17853,0.144383
553,ABT737,SK-N-MC,All,CTRP2,16,0.0011,37.0,5.64807,9.58755,3.37434,0.439144,6.89278,0.0947671
554,ABT737,BC-3C,All,CTRP2,16,0.0011,37.0,4.74743,5.48143,4.61162,0.799483,3.56958,0.0927572
555,ABT737,WT2-IPS,All,"CTRP2,GDSC2",24,0.0011,37.0,5.60325,7.08476,4.57626,0.358005,1.98711,0.131126
556,ABT737,CAL-85-1,All,"CTRP2,GDSC2",23,0.0011,37.0,4.6659,6.93191,3.86185,0.628796,6.79644,0.0439916
557,ABT737,HS746.T,All,"CTRP2,GDSC2",23,0.0011,37.0,3.12396,6.10694,2.63798,0.822904,15.6274,0.0685083
558,ABT737,HT-144,All,"CTRP2,GDSC2",23,0.0011,37.0,5.48814,14.3116,0.888498,0.482657,17.0168,0.0835647
559,ABT737,VMRC-RCZ,All,"CTRP2,GDSC2",23,0.0011,37.0,3.21236,6.82239,2.44724,0.771274,16.1142,0.0429716
560,ABT737,MES-SA,All,"CTRP2,GDSC2",23,0.0011,37.0,6.25493,13.6696,1.81593,0.423161,12.1564,0.409634
561,ABT737,NCI-H322,All,CTRP2,16,0.0011,37.0,4.95059,6.27262,4.44925,0.60593,3.726,0.0198071
562,ABT737,PSN1,All,"CTRP2,GDSC2",23,0.0011,37.0,6.66845,14.8408,1.54905,0.403171,12.4742,0.0761754
563,ABT737,T24,All,CTRP2,16,0.0011,37.0,4.40679,8.11988,3.04106,0.616561,10.7697,0.0456398
564,ABT737,TE441.T,All,CTRP2,16,0.0011,37.0,-0.156251,5.27319,-0.663828,0.897655,37.1311,0.0485118
565,ABT737,TT2609-C02,All,"CTRP2,GDSC2",23,0.0011,37.0,4.57977,7.58415,3.46372,0.613137,8.63505,0.0341392
566,ABT737,CAKI-1,All,CTRP2,16,0.0011,37.0,4.42272,6.14421,3.99205,0.731873,6.85805,0.073228
567,ABT737,COR-L105,All,"CTRP2,GDSC2",23,0.0011,37.0,2.23817,5.46484,1.89362,0.883224,20.9689,0.119322
568,ABT737,ESS-1,All,"CTRP2,GDSC2",23,0.0011,37.0,6.10112,10.5154,3.25794,0.390829,6.61709,0.0564066
569,ABT737,G-402,All,"CTRP2,GDSC2",23,0.0011,37.0,6.46048,11.7097,2.93374,0.371998,7.37344,0.0572194
570,ABT737,HOS,All,"CTRP2,GDSC2",23,0.0011,37.0,7.1398,11.7553,3.37135,0.285173,4.68527,0.0599415
571,ABT737,HS294T,All,CTRP2,16,0.0011,37.0,6.55409,10.3982,3.63198,0.316789,4.43111,0.0544726
572,ABT737,MOLP-8,All,"CTRP2,GDSC2",23,0.0011,37.0,7.45286,9.55054,4.50323,0.087076,0.578379,0.112648
573,ABT737,NCI-H1339,All,CTRP2,16,0.0011,37.0,7.19884,9.20972,4.52447,0.102133,0.655664,0.0444909
574,ABT737,PLC/PRF/5,All,CTRP2,16,0.0011,37.0,4.47295,7.86536,3.22693,0.617045,9.85385,0.0657826
575,ABT737,SK-LMS-1,All,"CTRP2,GDSC2",23,0.0011,37.0,3.66138,6.7118,2.96129,0.753075,12.9122,0.0647193
576,ABT737,SK-MEL-2,All,"CTRP2,GDSC2",23,0.0011,37.0,6.0308,7.30031,4.74315,0.194416,0.830634,0.0860827
577,ABT737,JHH-2,All,"CTRP2,GDSC2",23,0.0011,37.0,-1.45884,1.8939,-1.49696,0.987508,44.4293,0.137364
578,ABT737,A-498,All,"CTRP2,GDSC2",23,0.0011,37.0,1.81913,3.96185,1.76063,0.970013,22.7428,0.178076
579,ABT737,HLF,All,CTRP2,16,0.0011,37.0,6.31274,10.8428,3.25092,0.369321,6.31441,0.0480703
580,ABT737,JHH-1,All,"CTRP2,GDSC2",23,0.0011,37.0,5.24736,14.0201,0.835661,0.497626,17.6763,0.072175
581,ABT737,OV56,All,"CTRP2,GDSC2",23,0.0011,37.0,6.83236,10.8295,3.60944,0.290672,4.15339,0.0794024
582,ABT737,PANC02.03,All,"CTRP2,GDSC2",23,0.0011,37.0,7.35885,13.4811,2.69861,0.316176,7.0033,0.0453358
583,ABT737,SNU-475,All,CTRP2,16,0.0011,37.0,8.67987,16.5834,2.08887,0.275918,7.58365,0.0483839
584,ABT737,TOV-21G,All,"CTRP2,GDSC2",23,0.0011,37.0,4.49462,8.34273,3.0134,0.600647,10.687,0.114937
585,ABT737,CAKI-2,All,CTRP2,16,0.0011,37.0,8.54968,63.8247,-21.3632,0.466855,39.448,0.117962
586,ABT737,IGR-39,All,CTRP2,16,0.0011,37.0,7.6473,14.3455,2.4784,0.310092,7.45943,0.121201
587,ABT737,A-673,All,"CTRP2,GDSC2",23,0.0011,37.0,2.60001,5.09293,2.39265,0.908871,18.0734,0.121583
588,ABT737,DU145,All,"CTRP2,GDSC2",23,0.0011,37.0,6.2799,11.1583,3.07311,0.38175,7.08929,0.0417413
589,ABT737,FADU,All,"CTRP2,GDSC2",23,0.0011,37.0,5.40522,9.97334,2.98862,0.476477,8.93842,0.0668074
590,ABT737,HS683,All,CTRP2,16,0.0011,37.0,4.33791,5.87583,4.01961,0.776463,6.97333,0.0720942
591,ABT737,HS729.T,All,CTRP2,16,0.0011,37.0,5.42335,7.571,4.20186,0.44551,3.83304,0.0386676
592,ABT737,JHH-5,All,CTRP2,16,0.0011,37.0,2.15954,5.04555,1.92428,0.910684,21.098,0.0388449
593,ABT737,JHUEM-1,All,CTRP2,16,0.0011,37.0,3.23962,8.12443,1.90274,0.708074,18.1614,0.0481185
594,ABT737,MEWO,All,"CTRP2,GDSC2",24,0.0011,37.0,4.28002,7.26454,3.33246,0.664688,9.86969,0.0492854
595,ABT737,MIAPACA-2,All,"CTRP2,GDSC2",23,0.0011,37.0,4.96358,5.57368,4.79654,0.707959,2.27275,0.0679408
596,ABT737,SK-MES-1,All,"CTRP2,GDSC2",23,0.0011,37.0,3.1684,6.60927,2.48893,0.786398,16.0727,0.0478007
597,ABT737,SK-N-DZ,All,"CTRP2,GDSC2",23,0.0011,37.0,3.28504,5.38507,3.05883,0.882206,13.5938,0.128203
598,ABT737,SW579,All,CTRP2,16,0.0011,37.0,4.49274,5.1204,4.44968,0.924769,4.91465,0.0572709
599,ABT737,WM115,All,"CTRP2,GDSC2",23,0.0011,37.0,2.44244,4.94017,2.25877,0.919391,19.0357,0.0684356
600,ABT737,WM266-4,All,CTRP2,16,0.0011,37.0,4.05586,5.35688,3.90736,0.875256,8.19598,0.0293864
601,ABT737,BT-20,All,"CTRP2,GDSC2",23,0.0011,37.0,5.64845,11.4067,2.46862,0.45822,10.6339,0.045181
602,ABT737,CAL-54,All,"CTRP2,GDSC2",23,0.0011,37.0,4.4633,5.28965,4.37192,0.879105,5.28409,0.135638
603,ABT737,CAPAN-1,All,"CTRP2,GDSC2",23,0.0011,37.0,3.58059,6.31548,3.04285,0.787285,12.8113,0.0799925
604,ABT737,CHP-212,All,"CTRP2,GDSC2",23,0.0011,37.0,2.03522,5.94025,1.52139,0.85644,22.9251,0.0834623
605,ABT737,HS895.T,All,CTRP2,16,0.0011,37.0,5.10501,6.21534,4.61702,0.551489,2.69449,0.0323973
606,ABT737,KATOIII,All,"CTRP2,GDSC2",23,0.0011,37.0,4.86383,6.34079,4.33506,0.625784,4.3937,0.0964042
607,ABT737,KMRC-2,All,CTRP2,16,0.0011,37.0,3.51255,6.30045,2.97706,0.792059,13.2511,0.0492345
608,ABT737,KNS-42,All,CTRP2,16,0.0011,37.0,4.74191,6.63027,4.07973,0.632746,5.72486,0.0311294
609,ABT737,MPP89,All,"CTRP2,GDSC2",23,0.0011,37.0,3.50183,5.90864,3.11717,0.826199,12.7463,0.144048
610,ABT737,NCI-H1693,All,"CTRP2,GDSC2",23,0.0011,37.0,2.26851,4.90899,2.07669,0.92036,20.22,0.0822675
611,ABT737,PANC04.03,All,"CTRP2,GDSC2",23,0.0011,37.0,4.89316,6.25189,4.40581,0.625155,4.03507,0.0583296
612,ABT737,PE/CA-PJ49,All,CTRP2,16,0.0011,37.0,4.5905,5.38246,4.4799,0.847772,4.51183,0.0503087
613,ABT737,SK-MEL-24,All,"CTRP2,GDSC2",23,0.0011,37.0,4.77375,10.2014,2.34171,0.543982,12.8542,0.0670482
614,ABT737,SK-N-AS,All,"CTRP2,GDSC2",23,0.0011,37.0,4.76743,5.29214,4.70219,0.864242,3.1711,0.0748579
615,ABT737,TE617.T,All,CTRP2,16,0.0011,37.0,5.12082,6.07667,4.69993,0.550761,2.31491,0.158345
616,ABT737,YKG-1,All,CTRP2,16,0.0011,37.0,5.4599,6.531,4.74399,0.374315,1.52007,0.0205337
617,ABT737,COR-L95,All,CTRP2,16,0.0011,37.0,-2.61538,1.10204,-2.64824,0.990291,51.9872,0.0420135
618,ABT737,D283MED,All,"CTRP2,GDSC2",23,0.0011,37.0,1.13681,2.34513,1.13614,0.999393,27.085,0.082667
619,ABT737,HL-60,All,"CTRP2,GDSC2",23,0.0011,37.0,0.150979,2.92262,0.106046,0.982192,33.7862,0.13982
620,ABT737,HUP-T3,All,"CTRP2,GDSC2",23,0.0011,37.0,6.74221,10.4298,3.73932,0.286328,3.76423,0.0635958
621,ABT737,IMR-32,All,CTRP2,16,0.0011,37.0,-1.91185,2.21938,-1.99515,0.97785,47.4521,0.0590283
622,ABT737,KO52,All,CTRP2,16,0.0011,37.0,-5.11106,-2.28233,-5.11191,0.99967,68.417,0.066632
623,ABT737,MEC1,All,CTRP2,16,0.0011,37.0,3.89923,5.34356,3.74082,0.880083,9.27128,0.0501955
624,ABT737,NCI-H1092,All,"CTRP2,GDSC2",23,0.0011,37.0,0.906606,4.58647,0.667893,0.928853,29.4173,0.117057
625,ABT737,NCI-H2171,All,CTRP2,16,0.0011,37.0,-0.0069631,1.70751,-0.00891024,0.998752,34.6953,0.113958
626,ABT737,NCI-H2196,All,CTRP2,16,0.0011,37.0,-0.391075,5.32697,-0.935064,0.895862,38.6917,0.0425078
627,ABT737,NH-6,All,CTRP2,16,0.0011,37.0,-1.3402,2.27895,-1.40085,0.981591,43.6952,0.034451
628,ABT737,OCI-M1,All,"CTRP2,GDSC2",23,0.0011,37.0,-0.355498,2.36753,-0.382992,0.988908,37.0946,0.0927675
629,ABT737,SIG-M5,All,CTRP2,16,0.0011,37.0,2.20868,9.97473,0.0234736,0.700357,27.5589,0.0561122
630,ABT737,TF-1,All,CTRP2,16,0.0011,37.0,0.184397,2.27294,0.174827,0.994966,33.448,0.0330221
631,ABT737,786-O,All,"CTRP2,GDSC2",23,0.0011,37.0,4.15247,7.83664,2.9368,0.652576,11.7854,0.0674137
632,ABT737,A4/FUKUDA,All,"CTRP2,GDSC2",22,0.0011,37.0,3.26555,7.2927,2.3011,0.742805,16.541,0.055648
633,ABT737,HCT15,All,"CTRP2,GDSC2",24,0.0011,37.0,9.00977,17.3271,1.94877,0.268168,7.68596,0.0570511
634,ABT737,HEL92.1.7,All,CTRP2,15,0.0011,37.0,-1.85068,1.92506,-1.90625,0.983834,47.0261,0.0408713
635,ABT737,HUNS1,All,CTRP2,16,0.0011,37.0,2.73173,4.69305,2.6269,0.94135,16.8355,0.160919
636,ABT737,JHOS-2,All,CTRP2,16,0.0011,37.0,6.60489,9.54965,4.06262,0.260919,2.69459,0.0813673
637,ABT737,K-562,All,"CTRP2,GDSC2",23,0.0011,37.0,6.20217,12.5319,2.33903,0.414694,10.1877,0.0671498
638,ABT737,NCI-H1341,All,"CTRP2,GDSC2",23,0.0011,37.0,-3.70973,-0.223177,-3.72118,0.996392,59.1293,0.0986748
639,ABT737,NCI-H1703,All,"CTRP2,GDSC2",23,0.0011,37.0,6.61546,11.729,3.03406,0.353396,6.73476,0.0747763
640,ABT737,NCI-H838,All,CTRP2,16,0.0011,37.0,6.55689,9.98963,3.82737,0.296824,3.65826,0.0552885
641,ABT737,SK-N-FI,All,"CTRP2,GDSC2",23,0.0011,37.0,4.3826,12.0264,1.08958,0.559142,18.5615,0.0853471
642,ABT737,TE-11,All,CTRP2,16,0.0011,37.0,5.05516,9.0772,3.14554,0.52106,8.95777,0.0569888
643,ABT737,DAUDI,All,"CTRP2,GDSC2",23,0.0011,37.0,3.47075,6.45665,2.86961,0.782356,13.7798,0.0772278
644,ABT737,HH[HUMANLYMPHOMA],All,"CTRP2,GDSC2",23,0.0011,37.0,4.09041,6.66843,3.42009,0.721869,9.98438,0.126662
645,ABT737,HT-1197,All,"CTRP2,GDSC2",23,0.0011,37.0,3.25074,5.97062,2.82455,0.829534,14.5636,0.0495762
646,ABT737,LUDLU-1,All,CTRP2,16,0.0011,37.0,3.34187,6.6262,2.66444,0.777199,14.9233,0.0213089
647,ABT737,NCI-H146,All,CTRP2,16,0.0011,37.0,-4.48497,-1.51076,-4.48707,0.999225,64.3022,0.0555199
648,ABT737,PE/CA-PJ41(CLONED2),All,CTRP2,16,0.0011,37.0,4.85251,10.513,2.25465,0.534583,13.0453,0.0649397
649,ABT737,PE/CA-PJ15,All,CTRP2,16,0.0011,37.0,4.31476,7.40554,3.29898,0.653856,9.92359,0.0451516
650,ABT737,RVH-421,All,CTRP2,16,0.0011,37.0,5.45281,10.3784,2.8249,0.472887,9.52938,0.0537022
651,ABT737,SET-2,All,CTRP2,16,0.0011,37.0,-0.311522,1.82187,-0.318088,0.996619,36.7357,0.0634522
652,ABT737,SNU-16,All,"CTRP2,GDSC2",23,0.0011,37.0,2.24753,4.39678,2.15713,0.953825,20.0041,0.0570871
653,ABT737,DB,All,"CTRP2,GDSC2",23,0.0011,37.0,-0.319862,3.01249,-0.397033,0.974564,37.0104,0.16119
654,ABT737,HCC1419,All,"CTRP2,GDSC2",23,0.0011,37.0,4.51172,6.26426,4.02801,0.705738,6.48841,0.0603978
655,ABT737,HCC-56,All,CTRP2,16,0.0011,37.0,5.818,8.87681,3.85491,0.392423,4.61269,0.0552302
656,ABT737,HS839.T,All,CTRP2,16,0.0011,37.0,6.44324,10.25,3.62847,0.329128,4.59807,0.0626273
657,ABT737,PE/CA-PJ34(CLONEC12),All,CTRP2,16,0.0011,37.0,4.66077,7.4141,3.62206,0.60775,7.7984,0.0290066
658,ABT737,ASPC-1,All,"CTRP2,GDSC2",23,0.0011,37.0,4.09085,7.66339,2.95963,0.665516,11.8393,0.04121
659,ABT737,SNU-387,All,"CTRP2,GDSC2",23,0.0011,37.0,3.04854,8.28142,1.63918,0.712456,19.6685,0.0612289
660,ABT737,SNU-503,All,CTRP2,16,0.0011,37.0,2.56423,7.42782,1.51643,0.76764,21.4286,0.036909
661,ABT737,SNU-869,All,CTRP2,16,0.0011,37.0,4.42308,5.79809,4.14111,0.778441,6.27161,0.0437858
662,ABT737,SNU-C1,All,"CTRP2,GDSC2",23,0.0011,37.0,3.82773,12.4486,0.382451,0.587142,22.2905,0.12599
663,ABT737,SW1990,All,"CTRP2,GDSC2",23,0.0011,37.0,6.30844,13.9849,1.70057,0.422002,12.5079,0.0484001
664,ABT737,TE15,All,CTRP2,16,0.0011,37.0,4.84565,6.79156,4.09796,0.601276,5.41517,0.0389447
665,ABT737,UM-UC-1,All,CTRP2,16,0.0011,37.0,5.17078,6.55059,4.50639,0.515392,3.02518,0.169622
666,ABT737,WM88,All,CTRP2,16,0.0011,37.0,4.74137,10.3838,2.22253,0.545444,13.4055,0.0479974
667,ABT737,WM983B,All,CTRP2,16,0.0011,37.0,3.92313,6.34815,3.38829,0.762329,10.5456,0.0740848
668,ABT737,ZR-75-30,All,"CTRP2,GDSC2",23,0.0011,37.0,4.65526,6.35275,4.12905,0.672023,5.72734,0.0647166
669,ABT737,CI-1,All,CTRP2,16,0.0011,37.0,7.41163,14.6919,2.1543,0.339701,9.0246,0.0915992
670,ABT737,CJM[HUMANMELANOMA],All,CTRP2,16,0.0011,37.0,1.20565,4.54095,1.00269,0.933244,27.3154,0.0350632
671,ABT737,HUG1-N,All,CTRP2,16,0.0011,37.0,1.31789,5.07502,0.998422,0.906856,26.9736,0.0684405
672,ABT737,JEKO-1,All,CTRP2,16,0.0011,37.0,2.79063,6.54688,2.11361,0.804537,18.5504,0.026292
673,ABT737,JM1,All,CTRP2,16,0.0011,37.0,-1.3592,0.77712,-1.36146,0.998837,43.6876,0.0431852
674,ABT737,KP-2,All,"CTRP2,GDSC2",23,0.0011,37.0,3.95329,6.64696,3.28997,0.735878,10.8536,0.0545144
675,ABT737,LMSU,All,CTRP2,16,0.0011,37.0,8.94469,16.2546,2.40193,0.245503,6.15409,0.0324286
676,ABT737,MG-63,All,"CTRP2,GDSC2",23,0.0011,37.0,3.79029,7.35029,2.80854,0.705973,13.1863,0.041645
677,ABT737,MINO,All,CTRP2,16,0.0011,37.0,-6.22568,-5.77261,-6.22568,1.0,76.0429,0.023774
678,ABT737,MOTN-1,All,CTRP2,16,0.0011,37.0,6.25495,14.0037,1.65037,0.426423,12.7919,0.0602498
679,ABT737,RL,All,CTRP2,16,0.0011,37.0,-1.80404,1.20187,-1.82019,0.994098,46.6674,0.045143
680,ABT737,SK-MEL-3,All,CTRP2,16,0.0011,37.0,6.61408,11.2205,3.27868,0.338497,5.75568,0.0231665
681,ABT737,SNU-1,All,"CTRP2,GDSC2",23,0.0011,37.0,2.29731,9.15797,0.484602,0.717614,25.8325,0.0504154
682,ABT737,ST486,All,"CTRP2,GDSC2",23,0.0011,37.0,0.212069,2.63545,0.188565,0.989345,33.31,0.0687974
683,ABT737,SUP-B15,All,"CTRP2,GDSC2",23,0.0011,37.0,-6.06332,-4.34026,-6.06332,0.999999,74.9205,0.0712325
684,ABT737,TC71,All,CTRP2,16,0.0011,37.0,2.38728,6.13359,1.83552,0.839595,20.7409,0.059688
685,ABT737,BICR18,All,CTRP2,16,0.0011,37.0,7.70045,17.1415,1.17032,0.358995,12.2279,0.0529096
686,ABT737,BICR22,All,"CTRP2,GDSC2",23,0.0011,37.0,7.09207,15.1416,1.71152,0.374283,11.1831,0.0894461
687,ABT737,BICR31,All,CTRP2,16,0.0011,37.0,9.29213,20.4786,0.650481,0.309617,11.7613,0.0515112
688,ABT737,EFM-192A,All,"CTRP2,GDSC2",23,0.0011,37.0,2.89099,7.67179,1.75046,0.74375,19.6595,0.0544542
689,ABT737,HS888.LU,All,CTRP2,16,0.0011,37.0,6.63113,11.9283,2.94846,0.356702,7.05503,0.0409951
690,ABT737,KP-N-YN,All,"CTRP2,GDSC2",23,0.0011,37.0,2.65939,8.66716,1.07201,0.71761,22.8034,0.287854
691,ABT737,NCI-H1395,All,CTRP2,16,0.0011,37.0,4.43307,9.00531,2.63116,0.592207,12.398,0.0821491
692,ABT737,SNU-423,All,"CTRP2,GDSC2",23,0.0011,37.0,3.87639,8.67659,2.2696,0.647984,15.1409,0.059891
693,ABT737,SW1417,All,"CTRP2,GDSC2",23,0.0011,37.0,3.94661,8.64086,2.35395,0.643616,14.6358,0.124505
694,ABT737,SW1783,All,"CTRP2,GDSC2",23,0.0011,37.0,5.12132,13.1642,1.1584,0.506019,16.7608,0.093801
695,ABT737,VCAP,All,"CTRP2,GDSC2",23,0.0011,37.0,3.21017,6.398,2.61788,0.798672,15.4628,0.111154
696,ABT737,DMS454,All,CTRP2,16,0.0011,37.0,0.0591333,3.12192,-0.00848456,0.97575,34.4692,0.0653956
697,ABT737,GCT,All,"CTRP2,GDSC2",23,0.0011,37.0,4.57536,6.08399,4.17398,0.715758,5.74358,0.061879
698,ABT737,HOP-62,All,"CTRP2,GDSC2",23,0.0011,37.0,5.4735,7.10355,4.47245,0.411948,2.61932,0.0911411
699,ABT737,NCI-H747,All,"CTRP2,GDSC2",23,0.0011,37.0,3.60061,5.46723,3.37706,0.869187,11.4908,0.130512
700,ABT737,OVCAR-5,All,"CTRP2,GDSC2",23,0.0011,37.0,3.31065,4.71564,3.24816,0.951176,12.8398,0.066973
701,ABT737,SF268,All,"CTRP2,GDSC2",23,0.0011,37.0,4.21185,7.5869,3.11322,0.656889,10.9255,0.0469606
702,ABT737,SF539,All,"CTRP2,GDSC2",23,0.0011,37.0,4.48928,6.3342,3.97351,0.70218,6.76335,0.030301
703,ABT737,TUHR14TKB,All,CTRP2,16,0.0011,37.0,-3.25415,2.50981,-3.4546,0.961813,55.5934,0.0544932
704,ABT737,U-251MG,All,"CTRP2,GDSC2",23,0.0011,37.0,5.13563,5.92168,4.79009,0.551409,1.90712,0.0469911
705,ABT737,DMS53,All,"CTRP2,GDSC2",23,0.0011,37.0,-2.85409,-0.547137,-2.85506,0.999538,53.6162,0.0390597
706,ABT737,HEC-1-A,All,CTRP2,16,0.0011,37.0,2.59674,4.38772,2.53319,0.961035,17.5898,0.0287292
