,standard_drug_name,cellosaurus_id,dataset,info,n_dosage,min_dosage,max_dosage,IC50,IC90,EC50,Einf,AUC,fitted_mae
59,3-Cl-AHPC,P12-ICHIKAWA,All,CTRP2,16,0.002,66.0,-1.15383,-0.220393,-1.15383,1.0,47.9556,0.106842
60,3-Cl-AHPC,KE-37,All,CTRP2,16,0.002,66.0,-1.03788,-0.280391,-1.03788,1.0,47.1831,0.128862
61,3-Cl-AHPC,KMS-21-BM,All,CTRP2,16,0.002,66.0,0.24,2.03087,0.238684,0.999193,38.674,0.114875
62,3-Cl-AHPC,LI-7,All,CTRP2,16,0.002,66.0,0.571087,3.90159,0.491289,0.973684,36.7146,0.109246
63,3-Cl-AHPC,MHH-NB-11,All,CTRP2,16,0.002,66.0,-1.02779,0.212941,-1.02779,0.999996,47.1159,0.122947
64,3-Cl-AHPC,MOLM-13,All,CTRP2,16,0.002,66.0,-0.427337,0.60443,-0.427338,0.999999,43.1156,0.116774
65,3-Cl-AHPC,NCI-H1975,All,CTRP2,16,0.002,66.0,-0.258797,1.34954,-0.259064,0.999818,41.9936,0.148048
66,3-Cl-AHPC,NCI-H28,All,CTRP2,16,0.002,66.0,0.764614,2.02216,0.764501,0.999901,35.175,0.0861178
67,3-Cl-AHPC,639V,All,CTRP2,16,0.002,66.0,0.65803,2.64103,0.653423,0.997448,35.9,0.051395
68,3-Cl-AHPC,BXPC-3,All,CTRP2,16,0.002,66.0,1.32067,2.91886,1.31848,0.99849,31.4774,0.116728
69,3-Cl-AHPC,CML-T1,All,CTRP2,16,0.002,66.0,-1.46032,-0.601368,-1.46032,1.0,49.9975,0.0305348
70,3-Cl-AHPC,GSS,All,CTRP2,16,0.002,66.0,0.714113,2.1442,0.713751,0.999723,35.5123,0.0948953
71,3-Cl-AHPC,HCC366,All,CTRP2,16,0.002,66.0,2.40299,5.69262,2.16066,0.919249,25.0944,0.0614841
72,3-Cl-AHPC,KURAMOCHI,All,CTRP2,16,0.002,66.0,4.77141,7.03263,4.30032,0.775033,10.2281,0.0587107
73,3-Cl-AHPC,LS411N,All,CTRP2,16,0.002,66.0,1.56904,3.60599,1.55431,0.992057,29.8647,0.0768725
74,3-Cl-AHPC,LS513,All,CTRP2,16,0.002,66.0,0.0979755,2.14303,0.0948532,0.998323,39.626,0.0691406
75,3-Cl-AHPC,ONCO-DG-1,All,CTRP2,16,0.002,66.0,2.70544,6.13597,2.37507,0.894596,23.3973,0.0948068
76,3-Cl-AHPC,ONS-76,All,CTRP2,16,0.002,66.0,2.81307,8.91116,1.46683,0.762111,26.2871,0.0605019
77,3-Cl-AHPC,SK-CO-1,All,CTRP2,16,0.002,66.0,-0.904491,0.659663,-0.904573,0.999942,46.2947,0.109444
78,3-Cl-AHPC,SW48,All,CTRP2,16,0.002,66.0,-0.0974755,0.97633,-0.0974789,0.999997,40.918,0.0716959
79,3-Cl-AHPC,VM-CUB-1,All,CTRP2,16,0.002,66.0,0.614859,2.88003,0.604273,0.994866,36.2071,0.109608
80,3-Cl-AHPC,BEN,All,CTRP2,16,0.002,66.0,7.10514,12.0431,3.87655,0.384145,7.24604,0.112959
81,3-Cl-AHPC,CFPAC-1,All,CTRP2,16,0.002,66.0,4.92702,9.58284,3.27531,0.628859,13.9721,0.101678
82,3-Cl-AHPC,HCC78,All,CTRP2,16,0.002,66.0,0.131583,2.41178,0.124645,0.996657,39.4141,0.121092
83,3-Cl-AHPC,HT,All,CTRP2,16,0.002,66.0,-0.00507908,1.15393,-0.00509011,0.99999,40.3025,0.118546
84,3-Cl-AHPC,KU-19-19,All,CTRP2,16,0.002,66.0,1.99557,7.84957,1.02857,0.820491,30.198,0.135404
85,3-Cl-AHPC,NCI-H1299,All,CTRP2,16,0.002,66.0,7.4814,12.8672,3.74369,0.357497,7.20432,0.0860586
86,3-Cl-AHPC,NCI-H727,All,CTRP2,16,0.002,66.0,3.3275,11.1261,0.993357,0.682541,26.4023,0.0950834
87,3-Cl-AHPC,OVTOKO,All,CTRP2,16,0.002,66.0,3.35166,11.3125,0.929833,0.677696,26.5377,0.110496
88,3-Cl-AHPC,P31/FUJ,All,CTRP2,16,0.002,66.0,-0.62416,0.252125,-0.62416,1.0,44.4269,0.106964
89,3-Cl-AHPC,PEER,All,CTRP2,16,0.002,66.0,0.422864,3.20227,0.393485,0.988388,37.5448,0.140088
90,3-Cl-AHPC,RPMI-8402,All,CTRP2,16,0.002,66.0,-0.435569,0.514869,-0.435569,1.0,43.1705,0.105993
91,3-Cl-AHPC,SHP-77,All,CTRP2,16,0.002,66.0,6.05801,11.7749,3.19046,0.498691,11.916,0.0918197
92,3-Cl-AHPC,SNU-1077,All,CTRP2,16,0.002,66.0,7.18311,13.0595,3.43466,0.395137,8.91547,0.07317
93,3-Cl-AHPC,SNU-620,All,CTRP2,16,0.002,66.0,4.41154,13.6782,0.793845,0.595601,24.2839,0.11191
94,3-Cl-AHPC,SU-DHL-1,All,CTRP2,16,0.002,66.0,-1.03438,-0.151665,-1.03438,1.0,47.1598,0.0850851
95,3-Cl-AHPC,COLO205,All,CTRP2,16,0.002,66.0,7.88159,16.9392,2.04193,0.39039,13.1353,0.0859732
96,3-Cl-AHPC,DOHH2,All,CTRP2,16,0.002,66.0,-0.516054,0.453528,-0.516054,1.0,43.7067,0.149287
97,3-Cl-AHPC,EHEB,All,CTRP2,16,0.002,66.0,0.309834,4.90757,0.0558039,0.939375,38.9117,0.16324
98,3-Cl-AHPC,KI-JK,All,CTRP2,16,0.002,66.0,-0.959945,1.98269,-0.974208,0.994675,46.689,0.149854
99,3-Cl-AHPC,KMM-1,All,CTRP2,16,0.002,66.0,8.31278,15.683,2.95947,0.337096,9.0583,0.115926
100,3-Cl-AHPC,LCLC-103H,All,CTRP2,16,0.002,66.0,7.32893,9.27746,5.33121,0.190235,1.24668,0.0844025
101,3-Cl-AHPC,MKN45,All,CTRP2,16,0.002,66.0,6.64951,8.2434,5.39905,0.302764,1.74286,0.0582536
102,3-Cl-AHPC,NCI-H2405,All,CTRP2,16,0.002,66.0,1.87365,6.24089,1.43759,0.890744,29.2616,0.147001
103,3-Cl-AHPC,NCI-H650,All,CTRP2,16,0.002,66.0,4.21772,10.7618,2.03203,0.648697,20.5212,0.108766
104,3-Cl-AHPC,OS-RC-2,All,CTRP2,16,0.002,66.0,8.30035,12.2081,4.57759,0.219523,2.936,0.0618799
105,3-Cl-AHPC,OVSAHO,All,CTRP2,16,0.002,66.0,11.3413,22.1408,1.86506,0.253944,9.07111,0.0489509
106,3-Cl-AHPC,QGP-1,All,CTRP2,16,0.002,66.0,5.05897,11.0144,2.69694,0.589904,15.9938,0.0967842
107,3-Cl-AHPC,RL95-2,All,CTRP2,16,0.002,66.0,0.815575,2.65087,0.812388,0.998092,34.8457,0.113562
108,3-Cl-AHPC,SNU-1041,All,CTRP2,16,0.002,66.0,7.29403,16.1658,1.98365,0.423239,14.3284,0.069403
109,3-Cl-AHPC,SNU-1066,All,CTRP2,16,0.002,66.0,4.70989,12.3697,1.71072,0.594549,20.5117,0.109574
110,3-Cl-AHPC,SW1353,All,CTRP2,16,0.002,66.0,5.2434,12.1811,2.28539,0.563082,17.1853,0.0955782
111,3-Cl-AHPC,SNU-213,All,CTRP2,16,0.002,66.0,7.71997,8.8589,5.67497,0.03796,0.133641,0.0877789
112,3-Cl-AHPC,8505C,All,CTRP2,16,0.002,66.0,1.05346,4.60143,0.912933,0.956513,33.7069,0.0433805
113,3-Cl-AHPC,CALU-3,All,CTRP2,16,0.002,66.0,0.305247,3.70429,0.231305,0.976106,38.4586,0.0869999
114,3-Cl-AHPC,DAOY,All,CTRP2,16,0.002,66.0,-0.151604,2.88755,-0.18262,0.988788,41.3668,0.0828856
115,3-Cl-AHPC,GB-1,All,CTRP2,16,0.002,66.0,0.87584,4.03944,0.798463,0.973136,34.6846,0.0629376
116,3-Cl-AHPC,HCC1171,All,CTRP2,16,0.002,66.0,7.30577,17.6646,1.24913,0.433508,16.8691,0.0662494
117,3-Cl-AHPC,HCC44,All,CTRP2,16,0.002,66.0,-0.0496863,2.5455,-0.0631778,0.994289,40.6406,0.05159
118,3-Cl-AHPC,NCI-H211,All,CTRP2,16,0.002,66.0,0.299828,1.81497,0.299495,0.999759,38.2722,0.0493552
119,3-Cl-AHPC,RERF-LC-A1,All,CTRP2,16,0.002,66.0,1.6251,4.97478,1.46576,0.947789,29.9769,0.0280866
120,3-Cl-AHPC,SBC-5,All,CTRP2,16,0.002,66.0,0.677295,4.17725,0.571278,0.966734,36.0905,0.0937597
121,3-Cl-AHPC,SF126,All,CTRP2,16,0.002,66.0,1.56009,4.68935,1.44283,0.958856,30.2679,0.0325132
122,3-Cl-AHPC,SNU-119,All,CTRP2,16,0.002,66.0,3.49254,6.54961,3.10677,0.862251,18.3734,0.110609
123,3-Cl-AHPC,SNU-182,All,CTRP2,16,0.002,66.0,2.1466,7.28779,1.39624,0.841019,28.5323,0.111751
124,3-Cl-AHPC,TCCSUP,All,CTRP2,16,0.002,66.0,0.580199,4.36802,0.441095,0.959676,36.8309,0.0628274
125,3-Cl-AHPC,CAMA-1,All,CTRP2,16,0.002,66.0,3.95589,10.8946,1.71636,0.659563,22.3211,0.103828
126,3-Cl-AHPC,DETROIT562,All,CTRP2,16,0.002,66.0,0.62189,6.70426,-0.0658786,0.876409,37.9897,0.168579
127,3-Cl-AHPC,HEC-1-B,All,CTRP2,16,0.002,66.0,6.36052,14.3024,2.17577,0.478149,15.3169,0.127206
128,3-Cl-AHPC,HEP3B2.1-7,All,CTRP2,16,0.002,66.0,2.67522,8.1104,1.65207,0.796088,26.0557,0.120788
129,3-Cl-AHPC,HSC-3,All,CTRP2,16,0.002,66.0,0.502945,4.68814,0.305825,0.948302,37.5038,0.144667
130,3-Cl-AHPC,MCF-7,All,CTRP2,16,0.002,66.0,2.15328,6.49995,1.66529,0.877282,27.601,0.217323
131,3-Cl-AHPC,SNU-1105,All,CTRP2,16,0.002,66.0,10.5854,21.5818,1.65548,0.287541,10.6402,0.0682573
132,3-Cl-AHPC,U-87MGUPPSALA,All,CTRP2,16,0.002,66.0,5.77701,12.1251,2.77842,0.523121,14.1363,0.111143
133,3-Cl-AHPC,22RV1,All,CTRP2,16,0.002,66.0,0.718563,3.11643,0.702109,0.992462,35.5355,0.0751281
134,3-Cl-AHPC,769-P,All,CTRP2,16,0.002,66.0,-0.448028,3.103,-0.505194,0.982316,43.3904,0.125691
135,3-Cl-AHPC,COLO699,All,CTRP2,16,0.002,66.0,0.364663,2.47535,0.35948,0.997302,37.8561,0.0873918
136,3-Cl-AHPC,DOV13,All,CTRP2,16,0.002,66.0,1.87964,3.76296,1.86645,0.992301,27.7903,0.0528955
137,3-Cl-AHPC,ES2,All,CTRP2,16,0.002,66.0,1.4581,5.95959,1.06214,0.903664,31.8532,0.0995221
138,3-Cl-AHPC,HCC1806,All,CTRP2,16,0.002,66.0,0.868399,2.74418,0.864434,0.997678,34.4964,0.0466003
139,3-Cl-AHPC,HCC1954,All,CTRP2,16,0.002,66.0,1.55882,4.55954,1.46016,0.963893,30.214,0.0674659
140,3-Cl-AHPC,HPAF-II,All,CTRP2,16,0.002,66.0,4.74044,6.41494,4.50534,0.846967,9.5304,0.023996
141,3-Cl-AHPC,KHM-1B,All,CTRP2,16,0.002,66.0,-0.152699,1.78488,-0.154263,0.999114,41.2909,0.0602906
142,3-Cl-AHPC,OVISE,All,CTRP2,16,0.002,66.0,4.449,10.0414,2.59899,0.651769,17.8004,0.0924613
143,3-Cl-AHPC,JVM-3,All,CTRP2,16,0.002,66.0,-1.52702,-0.409487,-1.52702,1.0,50.4419,0.0887077
144,3-Cl-AHPC,SNU-C2A,All,CTRP2,16,0.002,66.0,1.0652,4.80826,0.891162,0.948964,33.7353,0.0802498
145,3-Cl-AHPC,U2OS,All,CTRP2,16,0.002,66.0,-1.81493,6.01417,-2.52448,0.900761,51.8473,0.102548
146,3-Cl-AHPC,5637,All,CTRP2,16,0.002,66.0,-0.1468,2.00855,-0.150355,0.998188,41.2577,0.0835192
147,3-Cl-AHPC,CAL-12T,All,CTRP2,16,0.002,66.0,2.46502,10.921,0.226396,0.717089,31.0903,0.112738
148,3-Cl-AHPC,HCC1588,All,CTRP2,16,0.002,66.0,0.0488227,5.56931,-0.375396,0.915778,40.9594,0.111977
149,3-Cl-AHPC,HCC1833,All,CTRP2,16,0.002,66.0,4.01459,11.5845,1.44279,0.643174,23.1284,0.0895952
150,3-Cl-AHPC,HCC2279,All,CTRP2,16,0.002,66.0,6.25494,14.0188,2.23124,0.485108,15.3114,0.0659465
151,3-Cl-AHPC,KU812,All,CTRP2,16,0.002,66.0,2.13061,7.61906,1.25925,0.827331,29.0339,0.107664
152,3-Cl-AHPC,KYSE-140,All,CTRP2,16,0.002,66.0,0.96252,6.13526,0.473315,0.896472,35.3408,0.125384
153,3-Cl-AHPC,NALM-6,All,CTRP2,16,0.002,66.0,-1.69746,-0.674562,-1.69746,1.0,51.5774,0.0407371
154,3-Cl-AHPC,NUGC-4,All,CTRP2,16,0.002,66.0,3.40205,6.09629,3.14639,0.896126,18.4993,0.0657423
155,3-Cl-AHPC,TT,All,CTRP2,16,0.002,66.0,2.42318,7.77232,1.51544,0.815696,27.279,0.118064
156,3-Cl-AHPC,AGS,All,CTRP2,16,0.002,66.0,3.33739,9.43755,1.77683,0.726123,23.7351,0.103485
157,3-Cl-AHPC,HCT116,All,CTRP2,16,0.002,66.0,3.8822,10.9077,1.63874,0.662896,22.7831,0.112693
158,3-Cl-AHPC,HEC-108,All,CTRP2,16,0.002,66.0,1.45722,3.22238,1.45192,0.996698,30.5781,0.118443
159,3-Cl-AHPC,HEC-59,All,CTRP2,16,0.002,66.0,2.48304,7.065,1.83795,0.846551,25.9834,0.157997
160,3-Cl-AHPC,HMC-1-8,All,CTRP2,16,0.002,66.0,1.04814,3.48105,1.0241,0.989145,33.3654,0.0739303
161,3-Cl-AHPC,HT-29,All,CTRP2,16,0.002,66.0,8.00708,9.02453,5.7201,0.014224,0.0441959,0.0669951
162,3-Cl-AHPC,ISHIKAWA(HERAKLIO)02ER-,All,CTRP2,16,0.002,66.0,6.53186,15.3386,1.79703,0.469632,16.3813,0.114256
163,3-Cl-AHPC,JHOC-5,All,CTRP2,16,0.002,66.0,0.740941,2.73518,0.735693,0.997109,35.3497,0.124358
164,3-Cl-AHPC,KYSE-180,All,CTRP2,16,0.002,66.0,1.25321,3.03087,1.24889,0.997327,31.9339,0.0914261
165,3-Cl-AHPC,LS180,All,CTRP2,16,0.002,66.0,1.20356,5.98782,0.776794,0.902314,33.6062,0.0969305
166,3-Cl-AHPC,MELHO,All,CTRP2,16,0.002,66.0,6.29916,10.6624,3.94409,0.467971,8.34271,0.103827
167,3-Cl-AHPC,MOR/CPR,All,CTRP2,16,0.002,66.0,0.198938,2.08302,0.197062,0.998906,38.9494,0.14098
168,3-Cl-AHPC,NCI-H460,All,CTRP2,16,0.002,66.0,0.802275,3.84727,0.740579,0.977744,35.1235,0.0999684
169,3-Cl-AHPC,HCC2108,All,CTRP2,16,0.002,66.0,2.3234,8.20282,1.24227,0.800686,28.4921,0.186935
170,3-Cl-AHPC,HCC827,All,CTRP2,16,0.002,66.0,1.14924,5.00665,0.945514,0.942042,33.2738,0.146811
171,3-Cl-AHPC,HEC-251,All,CTRP2,16,0.002,66.0,5.45865,13.9607,1.58812,0.537772,19.2809,0.106708
172,3-Cl-AHPC,HEC-265,All,CTRP2,16,0.002,66.0,3.86396,12.542,0.837956,0.634617,25.489,0.149421
173,3-Cl-AHPC,HEC-6,All,CTRP2,16,0.002,66.0,0.627071,2.39981,0.625116,0.998788,36.0975,0.111898
174,3-Cl-AHPC,HEL,All,CTRP2,16,0.002,66.0,-1.44018,-0.602029,-1.44018,1.0,49.8633,0.0812376
175,3-Cl-AHPC,JURKAT,All,CTRP2,16,0.002,66.0,-0.371534,0.794784,-0.37154,0.999994,42.7439,0.0878795
176,3-Cl-AHPC,JVM-2,All,CTRP2,16,0.002,66.0,-0.803711,1.36173,-0.805601,0.999041,45.6277,0.132867
177,3-Cl-AHPC,KCL-22,All,CTRP2,16,0.002,66.0,-0.296372,0.55032,-0.296373,1.0,42.2431,0.121063
178,3-Cl-AHPC,KE-39,All,CTRP2,16,0.002,66.0,5.53942,11.1563,3.05632,0.549224,13.5115,0.0482177
179,3-Cl-AHPC,KM-H2,All,CTRP2,16,0.002,66.0,-0.321864,0.377468,-0.321864,1.0,42.4129,0.0999538
180,3-Cl-AHPC,LAMA-84,All,CTRP2,16,0.002,66.0,-0.0519222,1.39087,-0.0520442,0.999907,40.615,0.109104
181,3-Cl-AHPC,NCI-H2030,All,CTRP2,16,0.002,66.0,6.82826,15.3435,2.03085,0.449606,14.9821,0.0766883
182,3-Cl-AHPC,SNU-719,All,CTRP2,16,0.002,66.0,2.38029,7.65403,1.51418,0.821507,27.4139,0.137845
183,3-Cl-AHPC,HCC1569,All,CTRP2,16,0.002,66.0,2.03816,6.67866,1.48395,0.869541,28.5804,0.140139
184,3-Cl-AHPC,KLE,All,CTRP2,16,0.002,66.0,3.48635,8.37593,2.3942,0.759421,21.0671,0.105726
185,3-Cl-AHPC,KMS-26,All,CTRP2,16,0.002,66.0,0.642307,2.6668,0.637084,0.997165,36.0067,0.0861979
186,3-Cl-AHPC,KMS-27,All,CTRP2,16,0.002,66.0,-0.482065,0.27668,-0.482065,1.0,43.4802,0.0400384
187,3-Cl-AHPC,NCI-H1838,All,CTRP2,16,0.002,66.0,1.86456,4.75353,1.75941,0.960036,28.2016,0.072516
188,3-Cl-AHPC,NCI-H196,All,CTRP2,16,0.002,66.0,3.29596,6.88346,2.78015,0.843345,20.1579,0.0567105
189,3-Cl-AHPC,NCI-H292,All,CTRP2,16,0.002,66.0,0.77879,3.35679,0.752696,0.98888,35.1657,0.0771918
190,3-Cl-AHPC,SK-MEL-1,All,CTRP2,16,0.002,66.0,3.75601,8.45629,2.63833,0.744548,19.4123,0.10603
191,3-Cl-AHPC,HCC1937,All,CTRP2,16,0.002,66.0,4.47336,8.28959,3.44337,0.71188,14.3938,0.0576274
192,3-Cl-AHPC,HDLM-2,All,CTRP2,16,0.002,66.0,1.54527,5.98049,1.15168,0.902813,31.2753,0.0637461
193,3-Cl-AHPC,HUH-28,All,CTRP2,16,0.002,66.0,2.41878,5.0483,2.30834,0.953892,24.5302,0.0549895
194,3-Cl-AHPC,MV4-11,All,CTRP2,16,0.002,66.0,-1.34382,-0.201213,-1.34382,0.999999,49.2214,0.0575859
195,3-Cl-AHPC,NCI-H526,All,CTRP2,16,0.002,66.0,0.169196,1.25686,0.169189,0.999993,39.1415,0.0544351
196,3-Cl-AHPC,NCI-H69,All,CTRP2,16,0.002,66.0,1.50373,8.56143,0.230326,0.804335,34.1035,0.103128
197,3-Cl-AHPC,NCI-H929,All,CTRP2,16,0.002,66.0,0.467521,2.65094,0.460286,0.99636,37.1776,0.0624764
198,3-Cl-AHPC,NCI-N87,All,CTRP2,16,0.002,66.0,0.564522,3.1137,0.544085,0.991192,36.574,0.118375
199,3-Cl-AHPC,PF-382,All,CTRP2,16,0.002,66.0,-0.223782,1.17603,-0.22385,0.999947,41.7597,0.0506095
200,3-Cl-AHPC,SF295,All,CTRP2,16,0.002,66.0,1.0074,5.13407,0.766485,0.935952,34.3237,0.129638
201,3-Cl-AHPC,SNU-1272,All,CTRP2,16,0.002,66.0,5.7423,11.6483,2.98687,0.528068,13.372,0.048371
202,3-Cl-AHPC,SNU-308,All,CTRP2,16,0.002,66.0,3.57806,6.20326,3.3078,0.887381,17.3819,0.113644
203,3-Cl-AHPC,SNU-478,All,CTRP2,16,0.002,66.0,-0.35802,1.16337,-0.358154,0.999904,42.6542,0.089239
204,3-Cl-AHPC,BHT-101,All,CTRP2,16,0.002,66.0,4.77681,9.97163,2.94515,0.630915,15.6525,0.0553552
205,3-Cl-AHPC,CAL-148,All,CTRP2,16,0.002,66.0,1.3331,3.66129,1.30854,0.988414,31.4692,0.12051
206,3-Cl-AHPC,CAL-51,All,CTRP2,16,0.002,66.0,2.67551,5.9065,2.40455,0.908129,23.3845,0.0404228
207,3-Cl-AHPC,HCC1395,All,CTRP2,16,0.002,66.0,4.80883,12.9218,1.52855,0.582884,20.9264,0.0700145
208,3-Cl-AHPC,HT115,All,CTRP2,16,0.002,66.0,5.55375,6.8078,5.20368,0.702589,4.61091,0.141169
209,3-Cl-AHPC,LN-18,All,CTRP2,16,0.002,66.0,0.64835,3.41538,0.614123,0.986412,36.06,0.135951
210,3-Cl-AHPC,LN-229,All,CTRP2,16,0.002,66.0,1.41192,4.62746,1.29336,0.959513,31.257,0.116332
211,3-Cl-AHPC,NCI-H1734,All,CTRP2,16,0.002,66.0,-0.750941,1.10864,-0.751492,0.999674,45.273,0.0768265
212,3-Cl-AHPC,NCI-H2291,All,CTRP2,16,0.002,66.0,5.49928,13.4358,1.88516,0.537657,18.1294,0.081966
213,3-Cl-AHPC,RERF-LC-AD1,All,CTRP2,16,0.002,66.0,7.30604,8.37858,5.68798,0.0701333,0.236467,0.11822
214,3-Cl-AHPC,SNU-1214,All,CTRP2,16,0.002,66.0,3.71246,8.47137,2.58695,0.745864,19.7252,0.0790667
215,3-Cl-AHPC,SNU-46,All,CTRP2,16,0.002,66.0,7.84152,22.7566,-0.865314,0.434198,22.1043,0.05966
216,3-Cl-AHPC,SNU-466,All,CTRP2,16,0.002,66.0,7.2552,13.5963,3.22386,0.396625,9.64413,0.056462
217,3-Cl-AHPC,SNU-5,All,CTRP2,16,0.002,66.0,-1.04566,0.606336,-1.04578,0.99992,47.2352,0.0638686
218,3-Cl-AHPC,SNU-668,All,CTRP2,16,0.002,66.0,1.36748,3.96088,1.32343,0.981338,31.3052,0.0905154
219,3-Cl-AHPC,SNU-899,All,CTRP2,16,0.002,66.0,4.01423,9.2889,2.52637,0.699662,19.1658,0.0786413
220,3-Cl-AHPC,TE-10,All,CTRP2,16,0.002,66.0,1.51492,6.87229,0.852679,0.865026,32.3121,0.0858121
221,3-Cl-AHPC,TE4[MOUSEHYBRIDOMA],All,CTRP2,15,0.002,66.0,1.83958,4.10424,1.80529,0.983367,28.1281,0.104185
222,3-Cl-AHPC,TE-9,All,CTRP2,16,0.002,66.0,1.17414,2.74478,1.17257,0.998902,32.4516,0.0625796
223,3-Cl-AHPC,YD-10B,All,CTRP2,16,0.002,66.0,0.26978,3.24432,0.23228,0.986151,38.5873,0.0752363
224,3-Cl-AHPC,YD-15,All,CTRP2,16,0.002,66.0,0.389699,1.3859,0.389696,0.999996,37.6724,0.0551232
225,3-Cl-AHPC,YD-38,All,CTRP2,16,0.002,66.0,2.01454,6.50516,1.51254,0.877802,28.5591,0.11289
226,3-Cl-AHPC,KNS-60,All,CTRP2,13,0.002,66.0,1.29849,1.96838,1.29849,1.0,31.6179,0.0671053
227,3-Cl-AHPC,KNS-81,All,CTRP2,15,0.002,66.0,5.73767,6.88356,5.34808,0.642939,3.57813,0.0740949
228,3-Cl-AHPC,ML-1[HUMANTHYROIDCARCINOMA],All,CTRP2,15,0.002,66.0,1.71648,5.80106,1.38537,0.911179,29.9457,0.173264
229,3-Cl-AHPC,NCI-H209,All,CTRP2,15,0.002,66.0,-0.433672,16.4841,-5.2212,0.698749,46.9101,0.119004
230,3-Cl-AHPC,NCI-H2228,All,CTRP2,15,0.002,66.0,1.94622,6.66163,1.38933,0.870976,29.1894,0.0701725
231,3-Cl-AHPC,NCI-H2452,All,CTRP2,15,0.002,66.0,4.91723,10.3498,2.8928,0.612039,15.5364,0.118243
232,3-Cl-AHPC,NCI-H2444,All,CTRP2,13,0.002,66.0,3.72526,6.47483,3.38406,0.864509,16.6639,0.113078
233,3-Cl-AHPC,NCI-H226,All,CTRP2,15,0.002,66.0,4.36918,7.24962,3.78853,0.782087,13.3068,0.0845682
234,3-Cl-AHPC,PC-14,All,CTRP2,15,0.002,66.0,0.928316,3.29682,0.909751,0.991389,34.1454,0.115593
235,3-Cl-AHPC,RS4;11,All,CTRP2,15,0.002,66.0,0.278613,1.6397,0.278501,0.999909,38.4128,0.0539534
236,3-Cl-AHPC,SJSA-1,All,CTRP2,15,0.002,66.0,0.923236,3.15152,0.910315,0.99363,34.1607,0.150693
237,3-Cl-AHPC,SK-MM-2,All,CTRP2,15,0.002,66.0,1.90925,6.3604,1.44149,0.885059,29.134,0.140975
238,3-Cl-AHPC,SNU-761,All,CTRP2,13,0.002,66.0,3.61134,7.6121,2.84217,0.791871,19.028,0.0562592
239,3-Cl-AHPC,SU.86.86,All,CTRP2,16,0.002,66.0,1.47278,4.12592,1.41921,0.977818,30.6358,0.0962273
240,3-Cl-AHPC,SW1271,All,CTRP2,15,0.002,66.0,2.79548,7.22716,2.11763,0.833524,24.0522,0.113491
241,3-Cl-AHPC,TE-6,All,CTRP2,13,0.002,66.0,1.65866,3.75544,1.63958,0.990007,29.2822,0.0765786
242,3-Cl-AHPC,TE8,All,CTRP2,15,0.002,66.0,2.77916,6.1108,2.4626,0.895989,22.8585,0.0726878
243,3-Cl-AHPC,ECC10,All,CTRP2,12,0.0041,66.0,2.81335,4.60813,2.78265,0.981212,23.2318,0.0602372
244,3-Cl-AHPC,HCC1195,All,CTRP2,12,0.0041,66.0,4.28796,5.54256,4.23757,0.955896,12.7531,0.0634887
245,3-Cl-AHPC,HPB-ALL,All,CTRP2,12,0.0041,66.0,2.53526,3.17906,2.53526,0.999994,25.1109,0.0525203
246,3-Cl-AHPC,KMS-18,All,CTRP2,12,0.0041,66.0,2.87208,4.4515,2.85487,0.988028,22.7626,0.0826182
247,3-Cl-AHPC,KMS-12-BM,All,CTRP2,12,0.0041,66.0,0.302915,4.817,0.065925,0.942387,41.6927,0.0922821
248,3-Cl-AHPC,KMS-28BM,All,CTRP2,12,0.0041,66.0,2.32322,5.16001,2.18613,0.94696,27.1284,0.121803
249,3-Cl-AHPC,KMS-34,All,CTRP2,12,0.0041,66.0,0.739296,3.78601,0.680125,0.978667,38.1574,0.0651903
250,3-Cl-AHPC,KYO-1,All,CTRP2,12,0.0041,66.0,2.65288,3.31752,2.65287,0.999986,24.2693,0.0760769
251,3-Cl-AHPC,MONO-MAC-1,All,CTRP2,12,0.0041,66.0,0.236449,4.48833,0.0529982,0.952635,42.0308,0.0501546
252,3-Cl-AHPC,NCI-H1650,All,CTRP2,12,0.0041,66.0,3.75178,7.26324,3.12909,0.80761,18.8416,0.0765658
253,3-Cl-AHPC,NCI-H446,All,CTRP2,12,0.0041,66.0,2.6681,4.25289,2.65485,0.990816,24.2079,0.0633229
254,3-Cl-AHPC,REC-1,All,CTRP2,12,0.0041,66.0,4.07331,6.17893,3.85509,0.886637,14.9299,0.103654
255,3-Cl-AHPC,SNU-410,All,CTRP2,12,0.0041,66.0,5.17759,9.20817,3.69259,0.615982,12.5528,0.0903134
256,3-Cl-AHPC,SUP-T11,All,CTRP2,12,0.0041,66.0,2.57444,4.36879,2.55145,0.985923,24.9133,0.0737999
257,3-Cl-AHPC,SW1116,All,CTRP2,12,0.0041,66.0,3.81655,7.04836,3.28044,0.81975,18.0306,0.14978
258,3-Cl-AHPC,TALL-1[HUMANADULTT-ALL],All,CTRP2,12,0.0041,66.0,-1.50639,4.35447,-1.80376,0.944316,53.4816,0.102181
259,3-Cl-AHPC,YD-8,All,CTRP2,12,0.0041,66.0,4.17531,5.91146,4.03932,0.914156,13.8824,0.0671508
260,3-Cl-AHPC,CHP-126,All,CTRP2,12,0.0041,66.0,2.38822,3.6412,2.38635,0.99836,26.1698,0.100173
261,3-Cl-AHPC,HS944.T,All,CTRP2,12,0.0041,66.0,1.2707,6.11089,0.816413,0.89725,35.6289,0.0754763
